group_id,group_type,match_key,metaobject_id,handle,display_name,updated_at,populated_field_count,populated_fields,referencing_product_count,referencing_product_handles,referencing_product_statuses,fields_that_differ_in_group,canonical_pick
C029,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3423a602ceb12748,136592490812,cybex-vr-3-hip-abduction-outer-thigh-remanufactured,Cybex VR3 Hip Abduction / Outer Thigh (Remanufactured),2025-03-10T11:25:41Z,4,product_title|features|tech_specs|warranty_info,1,cybex-vr3-hip-abduction-outer-thigh-remanufactured,ACTIVE,product_title,n/a - not a merge target
C029,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3423a602ceb12748,136592589116,cybex-vr-3-hip-adduction-inner-thigh-remanufactured,Cybex VR3 Hip Adduction / Inner Thigh (Remanufactured),2025-03-10T11:27:29Z,4,product_title|features|tech_specs|warranty_info,1,cybex-vr3-hip-adduction-inner-thigh-remanufactured,ACTIVE,product_title,n/a - not a merge target
C030,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3aaaa538c7e8aa16,136722153788,power-plate-my-7-series-power-shield-black-new,Power Plate my7/my8 Series Power Shield - Black (New),2025-12-07T18:17:03Z,2,product_title|warranty_info,1,power-plate-my7-series-power-shield-black-new,ACTIVE,product_title,n/a - not a merge target
C030,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3aaaa538c7e8aa16,136723071292,power-plate-my-series-new-power-shield-new,Power Plate My Series New Power Shield (New),2025-03-11T10:02:25Z,2,product_title|warranty_info,1,power-plate-my-series-new-power-shield-new,ACTIVE,product_title,n/a - not a merge target
C030,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3aaaa538c7e8aa16,136723267900,power-plate-pro-7-series-power-shield-graphite-new,Power Plate pro7 Series Power Shield - Graphite (New),2025-03-11T10:06:28Z,2,product_title|warranty_info,1,power-plate-pro7-series-power-shield-graphite-new,ACTIVE,product_title,n/a - not a merge target
C030,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3aaaa538c7e8aa16,136723464508,power-plate-pro-7-series-power-shield-black-new,Power Plate pro7/pro8 Series Power Shield - Black (New),2025-12-07T18:17:25Z,2,product_title|warranty_info,1,power-plate-pro7-series-power-shield-black-new,ACTIVE,product_title,n/a - not a merge target
C030,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3aaaa538c7e8aa16,136723890492,power-plate-cable-accessory-kit-new,Power Plate Cable Accessory Kit (New),2025-03-11T10:16:12Z,2,product_title|warranty_info,1,power-plate-cable-accessory-kit-new,ACTIVE,product_title,n/a - not a merge target
C030,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3aaaa538c7e8aa16,136724054332,power-plate-total-body-cable-accessory-kit-new,Power Plate Total Body Cable Accessory Kit (New),2025-03-11T10:17:06Z,2,product_title|warranty_info,1,power-plate-total-body-cable-accessory-kit-new,ACTIVE,product_title,n/a - not a merge target
C030,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3aaaa538c7e8aa16,136725004604,power-plate-pro-5-power-shield-silver-new,Power Plate pro5 Power Shield - Silver (New),2025-03-11T10:27:19Z,2,product_title|warranty_info,1,power-plate-pro5-power-shield-silver-new,ACTIVE,product_title,n/a - not a merge target
C030,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3aaaa538c7e8aa16,136725102908,power-plate-pro-5-power-shield-black-new,Power Plate pro5 Power Shield - Black (New),2025-03-11T10:28:54Z,2,product_title|warranty_info,1,power-plate-pro5-power-shield-black-new,ACTIVE,product_title,n/a - not a merge target
C030,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:3aaaa538c7e8aa16,136725299516,power-plate-personal-stability-bar-new,Power Plate Personal Stability Bar (New),2025-03-11T10:36:59Z,2,product_title|warranty_info,1,power-plate-personal-stability-bar-new,ACTIVE,product_title,n/a - not a merge target
C031,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:8ff1e51d9a59f7ad,136723300668,body-solid-bstmb-10-10-lbs-medicine-ball-blue-new,Body Solid BSTMB10 10 lbs. Medicine Ball - Blue (New),2025-03-11T10:07:17Z,3,product_title|features|warranty_info,1,body-solid-bstmb10-10-lbs-medicine-ball-blue-new,ARCHIVED,product_title,n/a - not a merge target
C031,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:8ff1e51d9a59f7ad,136723497276,body-solid-bstmb-12-12-lbs-medicine-ball-black-new,Body Solid BSTMB12 12 lbs. Medicine Ball - Black (New),2025-03-11T10:11:05Z,3,product_title|features|warranty_info,1,body-solid-bstmb12-12-lbs-medicine-ball-black-new,ARCHIVED,product_title,n/a - not a merge target
C031,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:8ff1e51d9a59f7ad,136723693884,body-solid-bstmb-14-14-lbs-medicine-ball-orange-new,Body Solid BSTMB14 14 lbs. Medicine Ball - Orange (New),2025-03-11T10:14:16Z,3,product_title|features|warranty_info,1,body-solid-bstmb14-14-lbs-medicine-ball-orange-new,ARCHIVED,product_title,n/a - not a merge target
C031,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:8ff1e51d9a59f7ad,136723988796,body-solid-bstmb-16-16-lbs-medicine-ball-green-new,Body Solid BSTMB16 16 lbs. Medicine Ball - Green (New),2025-03-11T10:16:53Z,3,product_title|features|warranty_info,1,body-solid-bstmb16-16-lbs-medicine-ball-green-new,ARCHIVED,product_title,n/a - not a merge target
C031,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:8ff1e51d9a59f7ad,136724152636,body-solid-bstmb-2-2-lbs-medicine-ball-lt-purple-new,Body Solid BSTMB2 2 lbs. Medicine Ball - Lt. Purple (New),2025-03-11T10:19:23Z,3,product_title|features|warranty_info,1,body-solid-bstmb2-2-lbs-medicine-ball-lt-purple-new,ARCHIVED,product_title,n/a - not a merge target
C031,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:8ff1e51d9a59f7ad,136724513084,body-solid-bstmb-20-20-lbs-medicine-ball-blue-new,Body Solid BSTMB20 20 lbs. Medicine Ball - Blue (New),2025-03-11T10:21:57Z,3,product_title|features|warranty_info,1,body-solid-bstmb20-20-lbs-medicine-ball-blue-new,ARCHIVED,product_title,n/a - not a merge target
C031,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:8ff1e51d9a59f7ad,136724807996,body-solid-bstmb-25-25-lbs-medicine-ball-black-new,Body Solid BSTMB25 25 lbs. Medicine Ball - Black (New),2025-03-11T10:24:06Z,3,product_title|features|warranty_info,1,body-solid-bstmb25-25-lbs-medicine-ball-black-new,ARCHIVED,product_title,n/a - not a merge target
C031,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:8ff1e51d9a59f7ad,136724939068,body-solid-bstmb-30-30-lbs-medicine-ball-black-new,Body Solid BSTMB30 30 lbs. Medicine Ball - Black (New),2025-03-11T10:26:45Z,3,product_title|features|warranty_info,1,body-solid-bstmb30-30-lbs-medicine-ball-black-new,ARCHIVED,product_title,n/a - not a merge target
C031,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:8ff1e51d9a59f7ad,136725561660,body-solid-bstmb-4-4-lbs-medicine-ball-yellow-new,Body Solid BSTMB4 4 lbs. Medicine Ball - Yellow (New),2025-03-11T10:43:32Z,3,product_title|features|warranty_info,1,body-solid-bstmb4-4-lbs-medicine-ball-yellow-new,ARCHIVED,product_title,n/a - not a merge target
C032,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:a11ffaf479427f86,136726741308,french-fitness-urethane-8-sided-hex-dumbbell-17-5-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 17.5 lbs - Single (New),2026-03-05T14:40:18Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-8-sided-hex-dumbbell-17-5-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C032,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:a11ffaf479427f86,136726937916,french-fitness-urethane-8-sided-hex-dumbbell-20-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 20 lbs - Single (New),2026-03-05T14:41:58Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-8-sided-hex-dumbbell-20-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C033,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:589e3d60649ac634,136727298364,french-fitness-urethane-8-sided-hex-dumbbell-22-5-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 22.5 lbs - Single (New),2026-03-05T14:43:29Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-8-sided-hex-dumbbell-22-5-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C033,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:589e3d60649ac634,136727593276,french-fitness-urethane-8-sided-hex-dumbbell-25-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 25 lbs - Single (New),2026-03-05T14:44:40Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,1,french-fitness-urethane-8-sided-hex-dumbbell-25-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C034,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:e05d09bc4f462d29,136788312380,body-solid-kbc-10-10-lbs-premium-kettlebell-new,Body Solid KBC10 10 lbs. Premium Kettlebell (New),2025-03-11T19:20:51Z,3,product_title|features|warranty_info,1,body-solid-kbc10-10-lbs-premium-kettlebell-new,ARCHIVED,product_title,n/a - not a merge target
C034,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:e05d09bc4f462d29,136788476220,body-solid-kbc-15-15-lb-premium-kettlebell-new,Body Solid KBC15 15 lb. Premium Kettlebell (New),2025-03-11T19:24:08Z,3,product_title|features|warranty_info,1,body-solid-kbc15-15-lb-premium-kettlebell-new,ARCHIVED,product_title,n/a - not a merge target
C034,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:e05d09bc4f462d29,136788607292,body-solid-kbc-20-20-lbs-premium-kettlebell-new,Body Solid KBC20 20 lbs. Premium Kettlebell (New),2025-03-11T19:26:35Z,3,product_title|features|warranty_info,1,body-solid-kbc20-20-lbs-premium-kettlebell-new,ARCHIVED,product_title,n/a - not a merge target
C034,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:e05d09bc4f462d29,136788967740,body-solid-kbc-25-25-lbs-premium-kettlebell-new,Body Solid KBC25 25 lbs. Premium Kettlebell (New),2025-03-11T19:33:55Z,3,product_title|features|warranty_info,1,body-solid-kbc25-25-lbs-premium-kettlebell-new,ARCHIVED,product_title,n/a - not a merge target
C034,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:e05d09bc4f462d29,136789328188,body-solid-kbc-30-30-lbs-premium-kettlebell-new,Body Solid KBC30 30 lbs. Premium Kettlebell (New),2025-03-11T19:36:34Z,3,product_title|features|warranty_info,1,body-solid-kbc30-30-lbs-premium-kettlebell-new,ARCHIVED,product_title,n/a - not a merge target
C034,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:e05d09bc4f462d29,136790180156,body-solid-kbc-45-45-lbs-premium-kettlebell-new,Body Solid KBC45 45 lbs. Premium Kettlebell (New),2025-03-11T19:48:07Z,3,product_title|features|warranty_info,1,body-solid-kbc45-45-lbs-premium-kettlebell-new,ARCHIVED,product_title,n/a - not a merge target
C034,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:e05d09bc4f462d29,136790343996,body-solid-kbc-5-5-lbs-premium-kettlebell-new,Body Solid KBC5 5 lbs. Premium Kettlebell (New),2025-03-11T19:50:27Z,3,product_title|features|warranty_info,1,body-solid-kbc5-5-lbs-premium-kettlebell-new,ARCHIVED,product_title,n/a - not a merge target
C034,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:e05d09bc4f462d29,136790475068,body-solid-kbc-50-50-lbs-premium-kettlebell-new,Body Solid KBC50 50 lbs. Premium Kettlebell (New),2025-03-11T19:52:33Z,3,product_title|features|warranty_info,1,body-solid-kbc50-50-lbs-premium-kettlebell-new,ARCHIVED,product_title,n/a - not a merge target
C034,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:e05d09bc4f462d29,136790573372,body-solid-kbc-55-55-lbs-premium-kettlebell-new,Body Solid KBC55 55 lbs. Premium Kettlebell (New),2025-03-11T19:55:17Z,3,product_title|features|warranty_info,1,body-solid-kbc55-55-lbs-premium-kettlebell-new,ARCHIVED,product_title,n/a - not a merge target
C035,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:73da45629e173ddb,138185998652,body-solid-sdp-10-rubber-round-dumbbell-10-lbs-new,Body Solid SDP10 Rubber Round Dumbbell 10 lbs. (New),2025-03-13T02:37:30Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-sdp10-rubber-round-dumbbell-10-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C035,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:73da45629e173ddb,138188063036,body-solid-sdp-5-rubber-round-dumbbell-5-lbs-new,Body Solid SDP5 Rubber Round Dumbbell 5 lbs. (New),2025-03-13T02:58:45Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-sdp5-rubber-round-dumbbell-5-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C036,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:91e9508acdbbd558,138186162492,body-solid-sdp-15-rubber-round-dumbbell-15-lbs-new,Body Solid SDP15 Rubber Round Dumbbell 15 lbs. (New),2025-03-13T02:40:25Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-sdp15-rubber-round-dumbbell-15-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C036,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:91e9508acdbbd558,138186522940,body-solid-sdp-25-rubber-round-dumbbell-25-lbs-new,Body Solid SDP25 Rubber Round Dumbbell 25 lbs. (New),2025-03-13T02:46:33Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-sdp25-rubber-round-dumbbell-25-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138191536444,body-solid-sdr-10-rubber-coated-hex-dumbbell-10-lbs-new,Body Solid SDR10 Rubber Coated Hex Dumbbell 10 lbs. (New),2025-03-13T03:50:28Z,2,product_title|warranty_info,1,body-solid-sdr10-rubber-coated-hex-dumbbell-10-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138194452796,body-solid-sdr-100-rubber-coated-hex-dumbbell-100-lbs-new,Body Solid SDR100 Rubber Coated Hex Dumbbell 100 lbs. (New),2025-03-13T05:21:32Z,2,product_title|warranty_info,1,body-solid-sdr100-rubber-coated-hex-dumbbell-100-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138194551100,body-solid-sdr-105-rubber-coated-hex-dumbbell-105-lbs-new,Body Solid SDR105 Rubber Coated Hex Dumbbell 105 lbs. (New),2025-03-13T05:22:34Z,2,product_title|warranty_info,1,body-solid-sdr105-rubber-coated-hex-dumbbell-105-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138194583868,body-solid-sdr-110-rubber-coated-hex-dumbbell-110-lbs-new,Body Solid SDR110 Rubber Coated Hex Dumbbell 110 lbs. (New),2025-03-13T05:23:31Z,2,product_title|warranty_info,1,body-solid-sdr110-rubber-coated-hex-dumbbell-110-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138194682172,body-solid-sdr-115-rubber-coated-hex-dumbbell-115-lbs-new,Body Solid SDR115 Rubber Coated Hex Dumbbell 115 lbs. (New),2025-03-13T05:24:41Z,2,product_title|warranty_info,1,body-solid-sdr115-rubber-coated-hex-dumbbell-115-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138205692220,body-solid-sdr-12-rubber-coated-hex-dumbbell-12-lbs-new,Body Solid SDR12 Rubber Coated Hex Dumbbell 12 lbs. (New),2025-03-13T08:18:58Z,2,product_title|warranty_info,1,body-solid-sdr12-rubber-coated-hex-dumbbell-12-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138205724988,body-solid-sdr-120-rubber-coated-hex-dumbbell-120-lbs-new,Body Solid SDR120 Rubber Coated Hex Dumbbell 120 lbs. (New),2025-03-13T08:19:59Z,2,product_title|warranty_info,1,body-solid-sdr120-rubber-coated-hex-dumbbell-120-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138205790524,body-solid-sdr-15-rubber-coated-hex-dumbbell-15-lbs-new,Body Solid SDR15 Rubber Coated Hex Dumbbell 15 lbs. (New),2025-03-13T08:20:50Z,2,product_title|warranty_info,1,body-solid-sdr15-rubber-coated-hex-dumbbell-15-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138205823292,body-solid-sdr-20-rubber-coated-hex-dumbbell-20-lbs-new,Body Solid SDR20 Rubber Coated Hex Dumbbell 20 lbs. (New),2025-03-13T08:21:53Z,2,product_title|warranty_info,1,body-solid-sdr20-rubber-coated-hex-dumbbell-20-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138205888828,body-solid-sdr-25-rubber-coated-hex-dumbbell-25-lbs-new,Body Solid SDR25 Rubber Coated Hex Dumbbell 25 lbs. (New),2025-03-13T08:23:10Z,2,product_title|warranty_info,1,body-solid-sdr25-rubber-coated-hex-dumbbell-25-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138205921596,body-solid-sdr-3-rubber-coated-hex-dumbbell-3-lbs-new,Body Solid SDR3 Rubber Coated Hex Dumbbell 3 lbs. (New),2025-03-13T08:24:10Z,2,product_title|warranty_info,1,body-solid-sdr3-rubber-coated-hex-dumbbell-3-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138205954364,body-solid-sdr-30-rubber-coated-hex-dumbbell-30-lbs-new,Body Solid SDR30 Rubber Coated Hex Dumbbell 30 lbs. (New),2025-03-13T08:25:18Z,2,product_title|warranty_info,1,body-solid-sdr30-rubber-coated-hex-dumbbell-30-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138205987132,body-solid-sdr-35-rubber-coated-hex-dumbbell-35-lbs-new,Body Solid SDR35 Rubber Coated Hex Dumbbell 35 lbs. (New),2025-03-13T08:27:01Z,2,product_title|warranty_info,1,body-solid-sdr35-rubber-coated-hex-dumbbell-35-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206019900,body-solid-sdr-40-rubber-coated-hex-dumbbell-40-lbs-new,Body Solid SDR40 Rubber Coated Hex Dumbbell 40 lbs. (New),2025-03-13T08:28:08Z,2,product_title|warranty_info,1,body-solid-sdr40-rubber-coated-hex-dumbbell-40-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206150972,body-solid-sdr-45-rubber-coated-hex-dumbbell-45-lbs-new,Body Solid SDR45 Rubber Coated Hex Dumbbell 45 lbs. (New),2025-03-13T08:29:41Z,2,product_title|warranty_info,1,body-solid-sdr45-rubber-coated-hex-dumbbell-45-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206183740,body-solid-sdr-5-rubber-coated-hex-dumbbell-5-lbs-new,Body Solid SDR5 Rubber Coated Hex Dumbbell 5 lbs. (New),2025-03-13T08:30:49Z,2,product_title|warranty_info,1,body-solid-sdr5-rubber-coated-hex-dumbbell-5-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206282044,body-solid-sdr-50-rubber-coated-hex-dumbbell-50-lbs-new,Body Solid SDR50 Rubber Coated Hex Dumbbell 50 lbs. (New),2025-03-13T08:32:43Z,2,product_title|warranty_info,1,body-solid-sdr50-rubber-coated-hex-dumbbell-50-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206347580,body-solid-sdr-55-rubber-coated-hex-dumbbell-55-lbs-new,Body Solid SDR55 Rubber Coated Hex Dumbbell 55 lbs. (New),2025-03-13T08:33:32Z,2,product_title|warranty_info,1,body-solid-sdr55-rubber-coated-hex-dumbbell-55-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206413116,body-solid-sdr-60-rubber-coated-hex-dumbbell-60-lbs-new,Body Solid SDR60 Rubber Coated Hex Dumbbell 60 lbs. (New),2025-03-13T08:34:25Z,2,product_title|warranty_info,1,body-solid-sdr60-rubber-coated-hex-dumbbell-60-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206445884,body-solid-sdr-65-rubber-coated-hex-dumbbell-65-lbs-new,Body Solid SDR65 Rubber Coated Hex Dumbbell 65 lbs. (New),2025-03-13T08:35:37Z,2,product_title|warranty_info,1,body-solid-sdr65-rubber-coated-hex-dumbbell-65-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206478652,body-solid-sdr-70-rubber-coated-hex-dumbbell-70-lbs-new,Body Solid SDR70 Rubber Coated Hex Dumbbell 70 lbs. (New),2025-03-13T08:36:57Z,2,product_title|warranty_info,1,body-solid-sdr70-rubber-coated-hex-dumbbell-70-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206511420,body-solid-sdr-75-rubber-coated-hex-dumbbell-75-lbs-new,Body Solid SDR75 Rubber Coated Hex Dumbbell 75 lbs. (New),2025-03-13T08:37:54Z,2,product_title|warranty_info,1,body-solid-sdr75-rubber-coated-hex-dumbbell-75-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206544188,body-solid-sdr-8-rubber-coated-hex-dumbbell-8-lbs-new,Body Solid SDR8 Rubber Coated Hex Dumbbell 8 lbs. (New),2025-03-13T08:39:14Z,2,product_title|warranty_info,1,body-solid-sdr8-rubber-coated-hex-dumbbell-8-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206609724,body-solid-sdr-80-rubber-coated-hex-dumbbell-80-lbs-new,Body Solid SDR80 Rubber Coated Hex Dumbbell 80 lbs. (New),2025-03-13T08:40:47Z,2,product_title|warranty_info,1,body-solid-sdr80-rubber-coated-hex-dumbbell-80-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206642492,body-solid-sdr-85-rubber-coated-hex-dumbbell-85-lbs-new,Body Solid SDR85 Rubber Coated Hex Dumbbell 85 lbs. (New),2025-03-13T08:42:01Z,2,product_title|warranty_info,1,body-solid-sdr85-rubber-coated-hex-dumbbell-85-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206675260,body-solid-sdr-90-rubber-coated-hex-dumbbell-90-lbs-new,Body Solid SDR90 Rubber Coated Hex Dumbbell 90 lbs. (New),2025-03-13T08:43:18Z,2,product_title|warranty_info,1,body-solid-sdr90-rubber-coated-hex-dumbbell-90-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138206773564,body-solid-sdr-95-rubber-coated-hex-dumbbell-95-lbs-new,Body Solid SDR95 Rubber Coated Hex Dumbbell 95 lbs. (New),2025-03-13T08:44:19Z,2,product_title|warranty_info,1,body-solid-sdr95-rubber-coated-hex-dumbbell-95-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138220044604,body-solid-sdx-10-hex-dumbbell-10-lbs-sdx-10-new,Body Solid SDX10 Hex Dumbbell 10 lbs. SDX10 (New),2025-03-13T13:39:26Z,2,product_title|warranty_info,1,body-solid-sdx10-hex-dumbbell-10-lbs-sdx10-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138220208444,body-solid-sdx-12-hex-dumbbell-12-lbs-new,Body Solid SDX12 Hex Dumbbell 12 lbs. (New),2025-03-13T13:40:20Z,2,product_title|warranty_info,1,body-solid-sdx12-hex-dumbbell-12-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138220339516,body-solid-sdx-15-hex-dumbbell-15-lbs-new,Body Solid SDX15 Hex Dumbbell 15 lbs. (New),2025-03-13T13:42:15Z,2,product_title|warranty_info,1,body-solid-sdx15-hex-dumbbell-15-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138220405052,body-solid-sdx-2-hex-dumbbell-2-lbs-new,Body Solid SDX2 Hex Dumbbell 2 lbs. (New),2025-03-13T13:43:12Z,2,product_title|warranty_info,1,body-solid-sdx2-hex-dumbbell-2-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138220437820,body-solid-sdx-20-hex-dumbbell-20-lbs-sdx-20-new,Body Solid SDX20 Hex Dumbbell 20 lbs. SDX20 (New),2025-03-13T13:44:41Z,2,product_title|warranty_info,1,body-solid-sdx20-hex-dumbbell-20-lbs-sdx20-new,ARCHIVED,product_title,n/a - not a merge target
